bedrooms,bathrooms,sqft,lot_size,age,location,property_type,garage,price
3,2,1550,4090,105,Waterfront,Single Family,Attached,1800000
3,1,1550,5974,20,Suburbs,Single Family,Attached,600000
3,2,1550,6609,20,Suburbs,Single Family,Attached,647000
3,1,1550,1249,24,Suburbs,Townhouse,Carport,770000
3,1,1970,7083,75,Historic,Single Family,Attached,1150000
3,2,1550,3143,20,Suburbs,Condo,Carport,1170000
4,1,1593,3961,110,Historic,Single Family,Carport,1255000
3,2,1216,6232,65,Suburbs,Single Family,Attached,1300000
3,2,1550,6329,20,Suburbs,Single Family,Attached,680000
3,2,1550,3767,20,Suburbs,Single Family,Attached,670000
3,2,1550,50000,20,Downtown,Single Family,None,1400000
4,2,1900,6318,20,Suburbs,Single Family,Attached,950000
4,2,1900,7642,20,Suburbs,Single Family,Attached,650000
2,1,1200,9623,20,Suburbs,Single Family,Attached,910000
4,2,1938,5769,60,Suburbs,Single Family,Attached,760000
6,2,2600,14004,20,Suburbs,Single Family,Attached,650000
3,2,1550,7449,20,Waterfront,Single Family,Attached,1738000
2,2,1200,7578,20,Waterfront,Townhouse,Carport,965000
3,2,1550,3703,20,Waterfront,Townhouse,Carport,1333000
2,2,1200,2594,20,Waterfront,Single Family,Carport,1366000
3,2,1765,7685,52,Suburbs,Single Family,Attached,1275000
3,1,1550,7825,20,Suburbs,Single Family,None,1750000
5,2,2551,7728,45,Suburbs,Single Family,Attached,1480000
2,1,1200,6340,20,Suburbs,Single Family,Attached,605000
3,2,2153,6318,46,Suburbs,Single Family,Attached,922000
4,2,2271,7901,45,Suburbs,Single Family,Attached,865000
5,2,2573,5511,11,Suburbs,Single Family,Attached,650000
3,1,1550,8816,20,Suburbs,Single Family,Attached,661000
3,2,1550,6501,20,Waterfront,Single Family,Attached,2000000
3,1,1550,6749,20,Waterfront,Single Family,Attached,1520000
4,2,1900,6674,32,Waterfront,Single Family,Attached,2000000
4,2,4553,4435,85,Waterfront,Single Family,Attached,1820000
3,1,1582,4994,77,Waterfront,Single Family,Carport,1450000
3,2,1550,5005,20,Waterfront,Single Family,Attached,1060000
2,1,1200,2519,20,Waterfront,Townhouse,Carport,875000
4,3,2443,6986,105,Waterfront,Single Family,Attached,2000000
3,1,1119,2325,120,Waterfront,Single Family,None,1450000
3,2,1550,6512,20,Suburbs,Single Family,Attached,846000
4,2,1292,5167,22,Suburbs,Single Family,Carport,628000
3,2,1668,7739,25,Suburbs,Single Family,Attached,645500
3,1,1550,6372,20,Suburbs,Single Family,Attached,575000
4,2,1442,4865,32,Suburbs,Single Family,Attached,525000
4,2,1900,9386,20,Suburbs,Single Family,Attached,723000
3,1,936,6695,65,Suburbs,Single Family,Attached,626000
3,2,2422,7804,55,Suburbs,Single Family,Attached,840000
4,4,1367,5791,35,Suburbs,Single Family,Attached,1230000
3,1,1550,6598,20,Suburbs,Single Family,Attached,933000
4,3,1900,5177,20,Waterfront,Single Family,Attached,2000000
3,2,1550,4951,25,Waterfront,Single Family,Attached,1950000
5,4,2250,9601,108,Waterfront,Single Family,Attached,2000000
3,1,1550,6997,20,Waterfront,Single Family,Attached,1650000
3,2,1550,7976,20,Waterfront,Single Family,Attached,2000000
2,1,947,4542,85,Waterfront,Single Family,Attached,1325000
3,1,1722,7276,100,Waterfront,Single Family,Attached,1975000
4,1,1270,2971,110,Historic,Single Family,None,1140000
3,2,3035,2960,85,Historic,Single Family,Attached,1000000
3,1,1550,9171,20,Suburbs,Single Family,Carport,801000
3,1,1550,6135,20,Suburbs,Single Family,Attached,596000
4,2,2906,3843,10,Waterfront,Townhouse,Attached,2000000
4,2,3068,6039,20,Waterfront,Single Family,Attached,2000000
3,1,1023,8439,47,Suburbs,Single Family,Carport,370000
3,3,1787,2669,14,Suburbs,Townhouse,Attached,995000
3,1,1550,5716,20,Suburbs,Single Family,Attached,950000
3,2,1550,1679,20,Suburbs,Townhouse,Attached,792000
2,1,1200,2852,20,Suburbs,Condo,Carport,445000
3,1,1550,6889,45,Suburbs,Single Family,Attached,675000
4,2,1900,6491,20,Suburbs,Single Family,Attached,721000
4,1,1900,2142,20,Suburbs,Townhouse,Carport,492000
4,2,2486,6555,22,Suburbs,Single Family,Attached,900000
3,1,1550,6329,20,Suburbs,Single Family,Attached,650000
4,2,1900,10559,20,Suburbs,Single Family,Attached,1120000
3,2,1550,6727,20,Suburbs,Single Family,Carport,961000
3,1,1550,7319,20,Suburbs,Single Family,None,990000
3,2,1550,12411,20,Suburbs,Townhouse,Attached,1580000
4,3,2982,4327,75,Historic,Single Family,Attached,2000000
4,2,1900,9365,20,Suburbs,Single Family,Attached,940000
4,1,1561,4898,105,Historic,Single Family,Carport,1200000
3,1,1550,4844,20,Suburbs,Single Family,Carport,1007500
3,2,1259,3240,45,Waterfront,Condo,Attached,828000
4,2,1900,7061,20,Suburbs,Single Family,Attached,1285000
5,5,5414,8148,50,Suburbs,Single Family,Attached,2000000
4,1,1561,7868,55,Suburbs,Single Family,Attached,1335000
3,2,1550,7858,20,Suburbs,Single Family,Carport,1451000
4,2,1722,7481,55,Suburbs,Single Family,Attached,1480000
3,1,1550,6975,20,Suburbs,Single Family,Attached,850000
3,2,1550,8105,20,Suburbs,Single Family,Carport,912000
4,2,1636,8051,29,Suburbs,Single Family,Attached,1100000
4,2,1873,9106,29,Suburbs,Single Family,Attached,792500
3,2,1184,3692,45,Suburbs,Single Family,Attached,1262000
4,1,1722,3498,42,Suburbs,Single Family,None,1210000
3,1,1206,7040,70,Suburbs,Single Family,Attached,1186000
3,1,1281,2443,105,Historic,Single Family,Carport,1320000
2,1,1200,3391,20,Suburbs,Single Family,None,1325000
2,1,1200,2605,20,Suburbs,Single Family,None,780000
5,2,2250,9020,20,Suburbs,Single Family,Attached,955000
3,1,1195,3520,65,Suburbs,Single Family,Carport,725000
3,1,1550,7104,20,Suburbs,Single Family,Attached,950000
3,1,1550,8633,20,Suburbs,Single Family,Attached,1250000
3,1,1432,7664,85,Historic,Single Family,Carport,850000
3,2,1550,5167,20,Suburbs,Single Family,Attached,1160000
4,2,2357,6588,21,Suburbs,Single Family,Attached,765000
4,2,2626,3595,25,Suburbs,Single Family,Attached,635000
2,1,1200,1206,20,Waterfront,Single Family,None,1260000
3,2,2476,2723,120,Waterfront,Single Family,None,1960000
3,2,1550,2583,20,Waterfront,Single Family,Carport,1771000
1,1,850,3057,20,Waterfront,Condo,None,515000
3,2,1550,1195,120,Waterfront,Single Family,None,1610000
3,1,1550,7492,20,Suburbs,Single Family,Attached,1035000
3,1,1550,5167,20,Suburbs,Single Family,None,880000
2,1,1200,2723,20,Downtown,Single Family,Carport,1625000
3,1,1550,7911,20,Suburbs,Single Family,Attached,930000
4,1,1900,9375,20,Suburbs,Single Family,Attached,912000
3,1,1550,7470,20,Suburbs,Single Family,Carport,900000
3,1,1550,8267,20,Suburbs,Single Family,Attached,935000
2,1,657,7276,13,Suburbs,Condo,Carport,465000
2,1,1076,7158,70,Suburbs,Single Family,Attached,920000
3,2,1561,1000,14,Downtown,Townhouse,Attached,1500000
2,1,926,1453,120,Downtown,Single Family,None,1200000
3,1,1550,7438,20,Suburbs,Single Family,Attached,800000
4,1,1900,7502,45,Suburbs,Single Family,None,1335000
4,3,1281,5813,20,Suburbs,Single Family,Attached,935000
3,1,1453,4306,75,Historic,Single Family,Carport,746000
4,2,1900,10968,20,Suburbs,Single Family,Attached,1283000
4,3,1900,7395,20,Suburbs,Single Family,Attached,1365000
4,2,1900,13347,20,Suburbs,Single Family,Attached,1775000
3,1,990,4004,25,Suburbs,Single Family,Carport,380000
4,3,1900,8396,20,Waterfront,Single Family,Attached,1665000
4,2,2368,6060,115,Waterfront,Single Family,Attached,1915000
4,2,1900,8159,50,Suburbs,Single Family,None,950000
4,2,1787,7793,40,Suburbs,Single Family,Attached,962000
1,1,775,1000,120,Waterfront,Single Family,None,855000
3,1,1184,1873,120,Waterfront,Single Family,None,1305000
3,1,1550,6297,20,Suburbs,Single Family,Attached,770000
3,1,1550,6792,20,Suburbs,Single Family,Attached,1720000
3,1,1087,5543,34,Suburbs,Single Family,Attached,405000
3,1,1356,6168,60,Suburbs,Single Family,Carport,482000
3,2,2368,3767,21,Suburbs,Single Family,Attached,436000
4,1,1900,5403,20,Suburbs,Single Family,Attached,830000
4,2,1970,6458,50,Suburbs,Single Family,Attached,665000
3,1,1550,6254,20,Suburbs,Single Family,Carport,610000
3,2,1550,2906,20,Waterfront,Condo,Carport,1290000
4,3,2400,3757,28,Waterfront,Single Family,Attached,1810000
5,2,2906,8116,120,Waterfront,Single Family,Attached,2000000
5,3,4058,8686,25,Suburbs,Single Family,Attached,1930000
3,1,1550,5942,20,Suburbs,Single Family,Carport,600500
3,1,1550,7319,75,Historic,Single Family,Attached,640000
3,2,1819,5769,45,Suburbs,Single Family,Attached,750000
4,2,990,3746,95,Historic,Single Family,Attached,1605000
3,1,1550,5716,20,Suburbs,Single Family,Attached,1300000
3,1,1550,3251,20,Waterfront,Single Family,Attached,2000000
5,2,2530,6448,20,Suburbs,Single Family,Attached,1150000
3,2,1464,7136,45,Suburbs,Single Family,Attached,1009000
3,1,829,5403,47,Suburbs,Single Family,Carport,366000
3,2,1550,7244,20,Suburbs,Single Family,Attached,1070000
4,3,2659,7718,40,Suburbs,Single Family,Attached,1440000
4,2,1862,7847,55,Suburbs,Single Family,Attached,1060000
3,1,1335,6146,65,Suburbs,Single Family,Attached,792000
4,2,1900,10398,20,Suburbs,Single Family,Attached,920000
3,1,1345,6889,40,Suburbs,Single Family,Attached,470000
3,2,2088,2702,13,Suburbs,Single Family,Carport,515000
4,2,1981,6997,31,Suburbs,Single Family,Attached,603500
3,1,1173,4489,75,Historic,Single Family,Attached,870000
3,3,5511,5511,105,Historic,Single Family,Attached,1060000
3,2,2250,9278,105,Downtown,Townhouse,Carport,1500000
3,2,1550,7007,20,Suburbs,Single Family,Attached,950000
4,3,1900,7029,20,Suburbs,Single Family,Attached,1211000
3,2,500,2852,11,Suburbs,Single Family,Attached,555000
3,2,1550,3197,20,Suburbs,Single Family,Attached,1190000
3,1,1615,2024,118,Waterfront,Single Family,Carport,1425000
3,2,1550,3897,120,Waterfront,Single Family,None,1970000
2,1,1200,2777,20,Waterfront,Single Family,Carport,1300000
2,1,1200,1733,20,Suburbs,Single Family,None,921000
3,1,958,5543,70,Suburbs,Single Family,Attached,1190000
3,1,1550,2110,120,Downtown,Single Family,Attached,1000000
3,1,1292,5856,45,Suburbs,Single Family,Attached,506000
4,2,1884,1636,115,Waterfront,Single Family,None,2000000
3,1,1550,6060,20,Suburbs,Single Family,Attached,880000
3,2,1206,7955,55,Suburbs,Single Family,Attached,730000
2,1,861,1948,95,Waterfront,Single Family,Carport,1460000
2,2,1378,2895,115,Waterfront,Single Family,Attached,1726000
4,3,2185,4209,9,Waterfront,Single Family,Attached,1920000
3,1,1238,8471,70,Waterfront,Single Family,Attached,1575000
4,2,1900,5909,20,Suburbs,Single Family,Attached,1362000
4,2,1900,8245,20,Waterfront,Single Family,Attached,2000000
5,3,2250,7223,20,Waterfront,Single Family,Attached,2000000
6,3,2600,9095,20,Waterfront,Single Family,Attached,2000000
3,1,1550,9817,20,Waterfront,Single Family,Carport,1900000
4,3,2745,10312,10,Waterfront,Single Family,Attached,2000000
4,2,1900,8030,20,Waterfront,Single Family,Attached,2000000
4,2,3595,7040,15,Waterfront,Single Family,Attached,2000000
5,4,2250,7621,20,Waterfront,Single Family,Attached,2000000
3,1,1550,9935,20,Waterfront,Single Family,Attached,2000000
3,2,1550,6803,85,Waterfront,Single Family,Carport,1890000
4,2,2368,5995,105,Waterfront,Single Family,Attached,1895000
4,1,1900,6232,20,Waterfront,Single Family,Attached,1115000
3,2,2573,3606,12,Waterfront,Townhouse,Attached,1280000
2,2,1200,2282,17,Waterfront,Condo,Carport,690000
4,1,1798,6254,65,Waterfront,Single Family,Attached,1595000
3,1,1550,3229,20,Suburbs,Townhouse,Carport,881000
4,2,1900,5845,19,Suburbs,Single Family,Attached,1300000
2,2,1200,2034,20,Suburbs,Townhouse,Carport,625000
4,4,1900,8105,20,Waterfront,Single Family,Attached,2000000
4,3,1830,4532,25,Waterfront,Single Family,Attached,1850000
4,3,1900,6028,20,Waterfront,Single Family,Attached,2000000
4,3,1900,2379,20,Waterfront,Single Family,Attached,1300000
3,1,1550,7212,45,Suburbs,Single Family,Attached,637000
3,1,1550,7502,20,Suburbs,Single Family,Carport,1335000
3,1,1550,2982,20,Suburbs,Single Family,Carport,905000
1,1,500,7341,45,Downtown,Condo,Carport,320000
3,1,1550,8148,20,Suburbs,Single Family,Carport,1230000
4,2,1830,6480,55,Suburbs,Single Family,Attached,1240000
3,1,1496,9644,60,Suburbs,Single Family,Attached,1234000
3,2,1550,7621,20,Waterfront,Single Family,Attached,1588000
4,2,1163,8482,65,Suburbs,Single Family,Attached,1000000
4,2,1884,7406,55,Suburbs,Single Family,Attached,650000
5,2,2250,7449,20,Waterfront,Single Family,Attached,2000000
2,1,1206,1701,120,Downtown,Single Family,None,1540000
3,2,1550,7104,20,Suburbs,Single Family,Attached,700000
5,4,3358,5963,8,Waterfront,Single Family,Attached,2000000
3,1,1485,6997,65,Suburbs,Single Family,Carport,710000
2,2,1206,8999,16,Waterfront,Townhouse,Carport,955000
3,1,1432,6286,65,Waterfront,Single Family,Carport,1230000
5,2,1905,4327,45,Suburbs,Single Family,Attached,883300
3,1,1227,5726,50,Suburbs,Single Family,Attached,790000
2,1,1119,1572,120,Downtown,Single Family,None,1310000
3,1,1152,4080,115,Historic,Single Family,Carport,880000
3,1,1055,4219,105,Historic,Single Family,Attached,1070000
5,3,1938,9688,120,Historic,Single Family,Attached,1500000
4,2,1668,4628,105,Historic,Single Family,Carport,1085000
4,2,1900,5167,20,Suburbs,Single Family,Attached,640000
3,1,1421,10193,53,Suburbs,Single Family,None,582500
4,2,1593,3358,10,New Development,Single Family,Attached,480000
4,2,1711,5210,16,Suburbs,Single Family,Attached,523000
3,2,1615,3455,12,Suburbs,Single Family,Carport,485000
4,2,1900,5500,20,Suburbs,Single Family,Attached,800000
4,2,1900,4822,20,Suburbs,Single Family,Attached,632000
4,2,2745,20236,78,Historic,Single Family,Attached,1152000
3,1,1163,6028,60,Suburbs,Single Family,Attached,475000
3,1,1550,7664,20,Suburbs,Single Family,Attached,635000
3,2,1550,5748,20,Suburbs,Single Family,Attached,871000
4,2,2260,3918,30,Suburbs,Single Family,Attached,970000
4,2,1900,6997,20,Suburbs,Single Family,Carport,1200000
3,1,1550,7782,20,Suburbs,Single Family,Attached,1410000
4,3,1900,7040,20,Suburbs,Single Family,Attached,1320000
3,1,1550,7061,20,Suburbs,Single Family,Attached,1408000
4,2,2734,4036,27,Suburbs,Single Family,Attached,1200000
3,2,1615,2616,13,Suburbs,Single Family,Attached,988000
3,2,1550,8396,20,Suburbs,Single Family,Attached,1925000
3,1,1464,7470,50,Suburbs,Single Family,Attached,875000
3,2,1938,3724,120,Waterfront,Single Family,Carport,2000000
4,2,1292,4198,105,Waterfront,Single Family,Carport,2000000
3,2,1453,9343,45,Suburbs,Single Family,Attached,810000
6,3,3574,10398,35,Suburbs,Single Family,Attached,1115000
3,1,1636,18622,24,Waterfront,Single Family,Attached,1380000
3,1,1550,5952,45,Suburbs,Single Family,Attached,678000
4,2,1900,6964,20,Suburbs,Single Family,Attached,681000
4,4,2788,5845,10,New Development,Single Family,Attached,1600000
4,2,1432,5220,105,Historic,Single Family,Attached,1280000
4,1,1900,7395,20,Suburbs,Single Family,Attached,874000
3,1,1550,7750,20,Suburbs,Single Family,None,770000
4,3,2422,8536,45,Suburbs,Single Family,Attached,875000
1,1,721,8417,27,Downtown,Townhouse,Carport,580000
3,2,1141,2207,120,Downtown,Single Family,None,2000000
3,2,1647,4941,22,Downtown,Townhouse,Attached,1017500
2,1,980,2594,110,Historic,Single Family,Carport,942000
3,2,1550,5328,20,Suburbs,Single Family,None,1320000
3,2,1550,5802,54,Suburbs,Single Family,Carport,550000
3,2,1550,6405,20,Suburbs,Single Family,Attached,690000
2,1,1200,1625,20,Waterfront,Single Family,Carport,708000
3,1,1335,4338,65,Waterfront,Single Family,Attached,1300000
3,1,1195,3401,85,Waterfront,Single Family,Carport,1307500
3,2,1615,3261,85,Waterfront,Single Family,Carport,1390000
3,1,1098,8417,65,Suburbs,Single Family,Carport,1310000
5,2,1335,7007,55,Suburbs,Single Family,Carport,1285000
4,2,1819,8267,55,Suburbs,Single Family,Attached,1292000
3,2,1550,7890,20,Suburbs,Single Family,Attached,1300000
4,1,1900,7040,20,Suburbs,Single Family,Carport,1155000
4,3,1884,7621,18,Suburbs,Single Family,Attached,831000
3,1,1001,3315,75,Historic,Single Family,Carport,570000
2,1,883,7664,55,Suburbs,Single Family,Attached,805000
4,2,2282,4973,17,Suburbs,Single Family,Attached,931000
5,4,2250,6749,20,Waterfront,Single Family,Attached,2000000
2,1,1087,2153,120,Waterfront,Single Family,None,1600000
2,1,1200,2400,20,Waterfront,Single Family,Carport,1700000
5,3,2250,8385,50,Suburbs,Single Family,Attached,1825000
3,1,1550,7696,20,Suburbs,Single Family,Carport,1000000
3,1,1550,7018,20,Waterfront,Single Family,Attached,1080000
3,2,1550,7567,20,Waterfront,Single Family,Carport,2000000
5,2,2260,5447,75,Waterfront,Single Family,Attached,1225000
4,2,1900,21549,20,Suburbs,Single Family,Attached,1111000
3,1,1270,3423,22,Suburbs,Single Family,Carport,478000
3,1,1206,5791,45,Suburbs,Single Family,Attached,520000
4,3,1292,7459,45,Suburbs,Single Family,Carport,650000
4,2,1900,6814,20,Suburbs,Single Family,Attached,981000
3,3,2917,3509,13,Suburbs,Single Family,Attached,1295000
4,2,2271,5748,55,Suburbs,Single Family,Attached,1250000
4,1,1894,6620,61,Suburbs,Single Family,Attached,986000
3,2,1216,3143,12,Suburbs,Single Family,Carport,620000
2,1,1163,1130,20,Downtown,Townhouse,Carport,841000
3,1,1356,4004,120,Waterfront,Single Family,Attached,2000000
4,2,1900,8525,20,Waterfront,Single Family,Attached,2000000
3,2,1550,7890,20,Waterfront,Single Family,Attached,1775000
3,2,2024,7147,95,Waterfront,Single Family,Attached,2000000
3,1,1399,9009,65,Suburbs,Single Family,Attached,710000
3,2,1744,9278,39,Suburbs,Single Family,Carport,780000
3,1,1109,5780,50,Suburbs,Single Family,Carport,700000
2,1,1200,2239,20,Suburbs,Single Family,Attached,610000
3,2,1851,7104,85,Waterfront,Single Family,Attached,2000000
3,2,1324,4951,115,Waterfront,Single Family,Carport,1800000
4,2,1873,6997,25,Downtown,Single Family,Attached,1500000
3,2,1550,3283,20,Waterfront,Townhouse,Attached,1125000
3,1,1163,6480,45,Suburbs,Single Family,Carport,460000
3,2,1550,3574,20,Suburbs,Townhouse,Carport,881000
3,2,1550,1938,20,Suburbs,Single Family,Attached,430000
3,2,1453,4413,13,Suburbs,Single Family,Attached,547000
3,1,1550,3122,20,Suburbs,Single Family,Carport,470000
3,1,1098,2196,25,Suburbs,Single Family,Attached,756000
3,1,1087,9849,55,Suburbs,Single Family,None,515000
4,2,1900,6135,20,Suburbs,Single Family,Attached,1750000
4,2,1722,8611,55,Suburbs,Single Family,Attached,1340000
3,2,2260,3412,13,Suburbs,Townhouse,Carport,1150000
3,1,1345,8148,72,Suburbs,Single Family,Carport,1218000
2,1,1200,7502,20,Suburbs,Single Family,Attached,955500
3,1,1550,3972,20,Waterfront,Single Family,Attached,1005500
3,1,1109,5877,75,Historic,Single Family,Carport,980000
2,1,1130,1076,13,Suburbs,Townhouse,Carport,585500
3,1,1550,3660,20,Waterfront,Single Family,None,1230000
3,2,500,1345,23,Waterfront,Single Family,Carport,1390000
3,1,1550,5694,55,Suburbs,Single Family,Attached,961000
3,1,1550,4994,20,Suburbs,Single Family,Attached,1001000
3,1,1292,7029,75,Historic,Single Family,Attached,876000
4,2,1615,6200,85,Historic,Single Family,Attached,866000
3,1,1292,6308,65,Suburbs,Single Family,Attached,775500
4,2,1900,7998,20,Suburbs,Single Family,Attached,920000
3,1,1550,3961,20,Suburbs,Single Family,Attached,400000
3,1,1399,1378,120,Waterfront,Single Family,None,1412000
5,3,1884,6265,25,Suburbs,Single Family,Attached,597000
3,2,1550,4973,20,Waterfront,Single Family,Attached,1400000
2,1,1200,2616,20,Suburbs,Single Family,Carport,782500
3,1,1550,8342,20,Suburbs,Single Family,Attached,750000
3,1,1485,5995,40,Suburbs,Single Family,Attached,626000
3,1,1604,5748,65,Suburbs,Single Family,Attached,1000000
3,1,1550,7147,20,Suburbs,Single Family,Carport,480500
3,2,1550,6997,20,Suburbs,Single Family,Attached,431250
3,1,1324,3563,30,Suburbs,Single Family,Attached,502500
3,1,1259,6997,60,Suburbs,Single Family,Carport,650000
5,3,2250,3961,20,Waterfront,Single Family,Attached,1825000
3,2,1550,10807,20,Waterfront,Single Family,Attached,2000000
4,2,1991,8385,45,Suburbs,Single Family,Attached,1150000
4,2,2099,9548,55,Suburbs,Single Family,Attached,1280000
2,1,1200,2982,20,Suburbs,Single Family,Carport,1200000
4,2,1900,5511,20,Suburbs,Single Family,Attached,635000
5,2,1905,9591,45,Suburbs,Single Family,Attached,1300000
4,2,1900,8439,20,Suburbs,Single Family,Attached,1138000
5,3,2282,9494,55,Suburbs,Single Family,Attached,1360000
5,2,2250,8460,20,Suburbs,Single Family,Attached,1300000
4,2,1900,11980,20,Suburbs,Single Family,Attached,1612000
4,2,1900,9063,20,Suburbs,Single Family,Attached,1150000
5,3,3165,6824,25,Suburbs,Single Family,Attached,1235000
4,2,1900,44864,20,Suburbs,Single Family,Attached,1600000
4,1,1900,7212,65,Suburbs,Single Family,Carport,900000
3,2,1518,5769,35,Suburbs,Single Family,Attached,490000
3,1,1206,3218,20,Suburbs,Single Family,Carport,412700
4,2,1389,5393,65,Suburbs,Single Family,Attached,990000
3,2,1281,4596,89,Historic,Single Family,Attached,1100500
3,1,1550,1722,20,Suburbs,Single Family,Carport,675000
2,1,1200,3574,20,Suburbs,Single Family,Carport,855000
4,2,1900,6997,20,Suburbs,Single Family,Attached,1200000
4,3,1900,6986,20,Suburbs,Single Family,Attached,1480000
4,2,1900,7072,20,Suburbs,Single Family,Attached,1500000
4,2,1900,9418,20,Suburbs,Single Family,Attached,1194700
5,2,2626,9042,115,Historic,Single Family,Attached,2000000
3,2,1927,3229,20,Suburbs,Single Family,Carport,475000
4,2,2282,6297,11,Suburbs,Single Family,Attached,1025000
5,4,4015,7858,11,Suburbs,Single Family,Attached,1830000
3,2,1550,6383,20,Suburbs,Single Family,Attached,860000
3,1,1033,5931,75,Historic,Single Family,Attached,850000
3,1,1550,6663,20,Suburbs,Single Family,Attached,565000
3,2,1345,1475,120,Waterfront,Single Family,None,2000000
3,1,1302,7502,75,Historic,Single Family,Carport,760000
4,2,2497,6846,29,Suburbs,Single Family,Attached,750000
3,1,1550,7180,20,Suburbs,Single Family,Attached,980000
4,1,1900,6039,20,Suburbs,Single Family,Attached,970000
4,3,1938,5102,110,Waterfront,Single Family,Attached,2000000
3,1,1238,2476,120,Waterfront,Single Family,None,1500000
3,2,1550,2486,20,Downtown,Townhouse,Carport,1130000
3,1,1001,4381,70,Waterfront,Single Family,Attached,1210000
3,1,1550,6975,20,Waterfront,Single Family,Attached,1840000
5,5,6189,6684,16,Waterfront,Single Family,Attached,2000000
4,2,1900,6770,20,Waterfront,Single Family,Carport,1400000
3,2,1550,8417,20,Suburbs,Single Family,Attached,755000
3,2,1550,10021,20,Suburbs,Single Family,Attached,800000
3,2,1582,5188,35,Suburbs,Single Family,Attached,724000
3,2,1550,3606,29,Waterfront,Single Family,Attached,1150000
5,2,2250,6351,20,Waterfront,Single Family,Attached,1915000
4,3,2303,6706,75,Waterfront,Single Family,Attached,1410000
2,1,1238,6426,66,Waterfront,Single Family,Attached,1020000
4,2,3165,4306,20,Waterfront,Single Family,Attached,1675000
3,2,1550,10301,20,Suburbs,Single Family,Attached,835000
3,2,1550,8062,45,Waterfront,Condo,Attached,945000
3,1,1550,13681,20,Suburbs,Single Family,Attached,786000
5,2,2250,6480,20,Suburbs,Single Family,Attached,1555000
4,2,2583,6265,14,Suburbs,Single Family,Attached,1475000
4,2,1238,7825,65,Suburbs,Single Family,Attached,1229000
3,2,1367,6157,75,Historic,Single Family,Attached,965000
2,1,829,1000,55,Suburbs,Condo,Carport,653000
5,3,2250,6738,20,Waterfront,Single Family,Attached,2000000
3,1,1550,6243,20,Suburbs,Single Family,Attached,575500
3,2,1550,7944,20,Suburbs,Single Family,Attached,901000
3,1,1550,3875,120,Historic,Single Family,Carport,1150000
3,1,1550,2282,20,Suburbs,Single Family,Attached,1280000
3,1,1292,3563,105,Historic,Single Family,Carport,1325000
4,2,1873,2992,120,Historic,Single Family,Carport,1630000
4,1,1900,5576,20,Suburbs,Single Family,Attached,1275000
4,2,2013,4962,95,Historic,Single Family,Attached,1770000
2,1,1200,2002,20,Downtown,Single Family,Carport,1065000
2,1,1200,2002,20,Downtown,Condo,Carport,522000
3,1,1130,4295,75,Historic,Single Family,Attached,1000000
3,1,1550,2347,20,Suburbs,Single Family,Attached,1080000
4,2,1292,6997,65,Suburbs,Single Family,Attached,1300000
3,2,1701,7502,55,Suburbs,Single Family,Attached,1331000
3,1,1550,6308,55,Suburbs,Single Family,Attached,745000
3,2,1550,4510,18,Suburbs,Single Family,Attached,655000
3,1,1550,2034,20,Suburbs,Single Family,Carport,680000
4,2,1900,9741,20,Waterfront,Single Family,Attached,2000000
5,2,2734,8267,35,Waterfront,Single Family,Attached,2000000
4,2,1948,6749,120,Waterfront,Single Family,Attached,1966000
1,1,592,22044,55,Waterfront,Condo,Carport,381000
3,1,1841,2562,21,Suburbs,Single Family,Attached,646000
3,2,1550,6491,20,Waterfront,Single Family,Attached,1100000
3,1,1550,6092,20,Waterfront,Single Family,Attached,1015000
3,2,1475,1485,12,Waterfront,Townhouse,Attached,795000
3,2,1442,5748,45,Waterfront,Single Family,Attached,1160000
4,2,1900,6297,20,Waterfront,Single Family,Attached,1160000
3,1,1550,6480,20,Suburbs,Single Family,Attached,800000
4,2,1900,3692,20,Suburbs,Single Family,Carport,1000000
3,1,1550,5285,20,Suburbs,Single Family,Attached,960000
4,2,2745,8299,19,Suburbs,Single Family,Attached,735000
4,2,1905,6781,22,Suburbs,Single Family,Attached,600000
4,2,1572,3165,14,Suburbs,Single Family,Carport,475000
3,2,1539,4822,15,Suburbs,Single Family,Attached,552000
3,1,1550,9149,20,Suburbs,Single Family,Attached,840500
5,3,3068,9225,13,Suburbs,Single Family,Attached,1180000
3,1,1270,6049,65,Suburbs,Single Family,Carport,632000
3,2,1528,5683,25,Suburbs,Single Family,Attached,607500
3,2,1550,5048,20,Suburbs,Single Family,Attached,563000
4,2,1900,5554,20,Suburbs,Single Family,Attached,695000
4,3,3391,10775,13,Suburbs,Single Family,Attached,990000
4,3,1900,7858,20,Suburbs,Single Family,Attached,1260000
4,2,1900,7147,20,Suburbs,Single Family,Attached,1310000
5,2,2250,7093,50,Suburbs,Single Family,Attached,1890000
3,2,1152,3165,55,Suburbs,Condo,Carport,775000
2,1,1200,1981,20,Suburbs,Single Family,Attached,365500
3,1,1550,4747,20,Suburbs,Single Family,Carport,837000
3,1,1572,6028,45,Suburbs,Single Family,Attached,950000
3,2,1227,7707,46,Suburbs,Single Family,Attached,646000
3,1,1216,5748,35,Suburbs,Single Family,Attached,625000
3,1,1550,5608,20,Suburbs,Single Family,Carport,552500
3,1,1550,8557,20,Suburbs,Single Family,Attached,1710000
4,3,2185,3315,10,New Development,Single Family,Attached,800000
3,2,1550,6889,45,Suburbs,Single Family,Attached,791100
2,1,1184,7890,75,Historic,Single Family,Carport,775000
3,1,1550,1668,20,Downtown,Single Family,None,1210000
